,ZONA_O,ZONA_D,FE_VIA
23843,Santo Amaro,Vila Socorro,577
23844,Real Parque,Butantã,577
23845,Parque Dom Pedro,Pirituba,577
23846,Vila Beatriz,Sumaré,577
23847,Saúde,Linhas Corrente,577
23848,Mandaqui,Vila Buarque,577
23849,Parque Peruche,Cupecê,578
23850,Mandaqui,Centro Empresarial,578
23851,Paraíso,França Pinto,578
23852,Jardim Paulistano,Consolação,578
23853,Barra Funda,Consolação,578
23854,Bosque da Saúde,Cupecê,578
23855,Francisco Matarazzo,Capão Redondo,578
23856,Centro Empresarial,Mandaqui,578
23857,Centro Empresarial,Parque Peruche,578
23858,Pirajussara,Morumbi,578
23859,República,Pirituba,579
23860,Tatuapé,Iguatemi,579
23861,Brooklin,Santo Amaro,579
23862,Santa Ifigênia,Freguesia do Ó,580
23863,Cidade A.E.Carvalho,Cidade Nitro-Operária,580
23864,Parada XV,Cidade Nitro-Operária,580
23865,Cidade Nitro-Operária,Parada XV,580
23866,Parada XV,Belenzinho,580
23867,Parada XV,Jardim das Oliveiras,580
23868,Parque São Lucas,Tietê,580
23869,Rio Verde,Chácara do Piqueri,580
23870,Jardim das Oliveiras,Parada XV,580
23871,Cidade Vargas,Moóca,581
23872,Independência,Ana Rosa,581
23873,Jardim Maria do Carmo,Vila Cordeiro,581
23874,São Domingos,Sé,581
23875,Rodrigues Alves,Planalto Paulista,582
23877,Vila Santa Catarina,Liberdade,582
23878,Vila Jaguara,Pirituba,582
23879,Masp,Chácara Itaim,582
23880,Parque Savoy,Cidade Nitro-Operária,582
23881,Santa Cecília,Perdizes,582
23882,Vila São Pedro,Chácara Itaim,582
23883,Sé,Juscelino Kubitschek,582
23884,Moema,FAAP,582
23885,Santa Cecília,Parque Dom Pedro,583
23886,Santa Ifigênia,Ladeira da Memória,583
23887,Jardim das Oliveiras,Limoeiro,584
23888,Vila Clementino,Vila Monumento,584
23889,Francisco Matarazzo,Jardim das Oliveiras,584
23890,Parada XV,Celso Garcia,584
23891,Vila Missionária,Jardim Bom Clima,584
23892,Vila Olímpia,Granja Julieta,584
23893,Celso Garcia,Parada XV,584
23894,Casa Verde,Cachoeirinha,584
23895,Praça João Mendes,Rio Verde,584
23896,Belém,Chácara do Piqueri,584
23897,Vila Madalena,Vila Santa Catarina,584
23898,Jardim Bom Clima,Vila Missionária,584
23899,Limoeiro,Jardim das Oliveiras,584
23900,Vila Missionária,Água Funda,584
23901,Água Funda,Vila Missionária,584
23902,Joaquim Nabuco,Vila Missionária,584
23903,Vila Monumento,Glicério,584
23904,Luz,Casa Verde Alta,585
23905,Vila Ema,Vila Independência,585
23906,Cidade Líder,Parque São Jorge,585
23907,Cidade Vargas,Campo Grande,585
23908,Jardim São Luís,Jurubatuba,585
23909,Alto de Pinheiros,Chácara Itaim,585
23910,Jardim Mutinga,Vila Anastácio,585
23911,Mar Paulista,Vila Miranda,585
23912,Santa Cruz,Cidade Vargas,585
23913,Vila Ipojuca,PUC,585
23914,Planalto Paulista,Parque Ibirapuera,585
23915,Bexiga,Paraíso,585
23916,Casa Verde Alta,Aricanduva,585
23917,Aricanduva,Casa Verde Alta,585
23918,Vila Independência,Vila Ema,585
23919,Vila Anastácio,Jardim Mutinga,585
23920,Cupecê,República,586
23921,Chácara Klabin,Vila Monumento,586
23922,Paraíso,Jardim Paulistano,586
23923,Lapa de Baixo,Santa Ifigênia,586
23924,Vila Monumento,Chácara Klabin,586
23925,Francisco Matarazzo,Perus,586
23926,Perus,Francisco Matarazzo,586
23927,Nova Jaraguá,Jardim Colorado,586
23928,Jardim Colorado,Nova Jaraguá,586
23929,França Pinto,Bosque da Saúde,586
23930,Liberdade,Saúde,586
23931,Mirandópolis,Vila Santa Catarina,586
23932,Santo Amaro,Saúde,587
23933,Bela Vista,República,587
23934,Pinheiros,Cidade Universitária,587
23935,Perdizes,Jardim Paulistano,587
23936,Campo Belo,Vila São Pedro,587
23937,Cohab Jova Real,Parque Edu Chaves,587
23938,Vila Sônia,Vila Buarque,587
23939,Jardim Europa,Berrini,587
23940,Francisco Matarazzo,Ermelino Matarazzo,588
23941,Treze de Maio,Santa Cecília,588
23942,Santa Ifigênia,Clínicas,588
23943,República,Bela Vista,588
23944,Parque Santa Madalena,Glicério,588
23945,Parque Santa Madalena,Jardim da Glória,588
23946,Parque Santa Madalena,Jardim Europa,588
23947,França Pinto,Oscar Freire,588
23948,Freguesia do Ó,PUC,588
23949,Jardim da Glória,Parque Santa Madalena,588
23950,Cidade Universitária,Freguesia do Ó,588
23951,PUC,Freguesia do Ó,588
23952,Jardim Europa,Parque Santa Madalena,588
23953,Moema,Vila Gumercindo,589
23954,Gomes Cardim,Tiquatira,589
23955,Tiquatira,Gomes Cardim,589
23956,Lapa de Baixo,Francisco Matarazzo,589
23957,Jardins,Clínicas,589
23958,Rio Claro,Chácara do Piqueri,589
23959,Tucuruvi,Carandiru,589
23960,Consolação,São Carlos do Pinhal,589
23961,Jardim Umarizal,Cocaia,589
23962,Santa Ifigênia,Jardim São Paulo,590
23963,Rui Barbosa,Anchieta,590
23964,Anchieta,Rui Barbosa,590
23965,Joaquim Nabuco,Rui Barbosa,590
23966,PUC,Rui Barbosa,590
23967,Rui Barbosa,Joaquim Nabuco,590
23968,Santo Amaro,Santa Ifigênia,590
23969,Joaquim Nabuco,Jabaquara,590
23970,Santa Cruz,Bela Vista,590
23971,Pirituba,Vila Leopoldina,590
23972,Linhas Corrente,Vila Bertioga,590
23973,Rodrigues Alves,Vila Gumercindo,590
23974,Consolação,Moóca,591
23975,Vila Guilherme,Vila Isolina Mazzei,591
23976,Moinho Velho,Jardim Anália Franco,591
23977,Boaçava,Jardim Europa,591
23978,Jardim Anália Franco,Moinho Velho,591
23979,Chácara Itaim,Bandeirantes,591
23980,Vila Suzana,Portal do Morumbi,591
23981,Santana,Bom Jardim,591
23982,Parque Novo Mundo,Fábrica Bandeirantes,592
23983,Alfredo Pujol,França Pinto,592
23984,Vila Olímpia,Vila Clementino,592
23985,Vila Matilde,Higienópolis,592
23986,Jardim Paulistano,Higienópolis,592
23987,Parque Savoy,Cidade A.E.Carvalho,592
23988,Vila Clementino,Chácara Klabin,592
23989,Nova Jaraguá,Parque Novo Mundo,592
23990,Fábrica Bandeirantes,Marechal Deodoro,592
23991,Ponte Rasa,Tatuapé,592
23992,Higienópolis,Vila Matilde,592
23993,Fábrica Bandeirantes,Parque Novo Mundo,592
23994,Perus,Lapa de Baixo,592
23995,Tatuapé,Ponte Rasa,592
23996,Marechal Deodoro,Fábrica Bandeirantes,592
23997,Parque Novo Mundo,Nova Jaraguá,592
23998,Rio Claro,Jardim Colorado,593
23999,Quarta Parada,Parque Santa Madalena,593
24000,Berrini,Trianon,593
24001,Casa Verde,Carandiru,593
24002,Parque Santa Madalena,Quarta Parada,593
24003,Parque Santa Madalena,Planalto Paulista,593
24004,Bela Aliança,Vila Hamburguesa,593
24005,Vila Clementino,Parque Santa Madalena,593
24006,Sé,Parque Santa Madalena,593
24007,Gomes Cardim,Parque Santa Madalena,593
24008,Parque Santa Madalena,Bosque da Saúde,593
24009,Parque Santa Madalena,Vila Clementino,593
24010,Bosque da Saúde,Parque Santa Madalena,593
24011,Planalto Paulista,Parque Santa Madalena,593
24012,Granja Julieta,Pirajussara,594
24013,Regente Feijó,Cidade IV Centenário,594
24014,Jardim Bom Clima,Vieira de Moraes,594
24015,Trianon,Cidade IV Centenário,594
24016,Cidade IV Centenário,Trianon,594
24017,Gomes Cardim,Liberdade,594
24018,Ermelino Matarazzo,Vila Curuçá,594
24019,Moema,Campinas,594
24020,Quarta Parada,São Mateus,594
24021,Artur Alvim,Cidade A.E.Carvalho,594
24022,Cidade IV Centenário,Regente Feijó,594
24023,Ermelino Matarazzo,Vila Campanela,594
24024,Perdizes,Higienópolis,595
24025,Granja Julieta,Vila Olímpia,595
24026,República,Vila Santa Catarina,595
24027,Parque Morro Doce,Jardim Umarizal,595
24028,Jardim São Luís,Brooklin,595
24029,Jardim Umarizal,Parque Morro Doce,595
24030,Pires da Mota,Centro Cultural,595
24031,Vila Monumento,França Pinto,595
24032,Brooklin,Jardim São Luís,595
24033,Aricanduva,Cidade Satélite,595
24034,Jardim Vitória Régia,Chácara Itaim,595
24035,Francisco Matarazzo,Lapa de Baixo,595
24036,São João Clímaco,Joaquim Nabuco,596
24037,São João Clímaco,Orfanato,596
24038,São João Clímaco,Santa Cruz,596
24039,Joaquim Nabuco,São João Clímaco,596
24040,Vila Anglo Brasileira,São João Clímaco,596
24041,São João Clímaco,Vila Clementino,596
24042,Jabaquara,Sé,596
24043,São João Clímaco,Vila Anglo Brasileira,596
24044,Orfanato,São João Clímaco,596
24045,Jardim Caxingui,Pinheiros,596
24046,São João Clímaco,Campo Belo,596
24047,Cidade Vargas,São João Clímaco,596
24048,Santa Cruz,São João Clímaco,596
24049,PUC,Sumaré,596
24050,Bom Jardim,Canindé,596
24051,Campo Belo,São João Clímaco,596
24052,Jardim São Luís,Jardim Jussara,597
24053,Hélio Pelegrino,Mirandópolis,597
24054,Jardim Jussara,Jardim São Luís,597
24055,Centro Cultural,Ermelino Matarazzo,597
24056,Vila São José,Jardim da Saúde,597
24057,Vila Ipojuca,Consolação,597
24058,Bela Vista,Cambuci,597
24059,Barra Funda,Moóca,597
24060,Clínicas,Jardim Europa,597
24061,Consolação,Vila Ipojuca,597
24062,Parque Edu Chaves,Vila Isolina Mazzei,597
24063,Pari,Alfredo Pujol,597
24064,Coroa,Santa Terezinha,597
24065,Ermelino Matarazzo,Sé,597
24066,Jardim Cambará,Jardim Adalgiza,598
24067,Vila Madalena,Sé,598
24068,Guaianases,Belenzinho,598
24069,Parque Dom Pedro,Brás,598
24070,Parque da Moóca,Cidade IV Centenário,598
24071,Belenzinho,Guaianases,598
24072,Jardim Adalgiza,Jardim Cambará,598
24073,Pinheiros,Jardim Caxingui,599
24074,Fábrica Bandeirantes,Fazenda da Juta,600
24075,Chácara Itaim,Fábrica Bandeirantes,600
24076,Rio Bonito,Fábrica Bandeirantes,600
24077,Vila Nova Conceição,Fábrica Bandeirantes,600
24078,Fábrica Bandeirantes,Mairiporã,600
24079,Cidade Nitro-Operária,Fábrica Bandeirantes,600
24080,Chácara Itaim,São Carlos do Pinhal,600
24081,Tatuapé,Parque da Moóca,600
24082,Parque Peruche,Limão,600
24083,Moema,Cambuci,600
24084,Mairiporã,Fábrica Bandeirantes,600
24085,Fábrica Bandeirantes,Chácara Itaim,600
24086,Fábrica Bandeirantes,Cidade Nitro-Operária,600
24087,Fábrica Bandeirantes,Vila Nova Conceição,600
24088,Parque Dom Pedro,Vila Gustavo,600
24089,Gomes Cardim,Artur Alvim,601
24090,Nova Jaraguá,Vila Hamburguesa,601
24091,Bosque da Saúde,Consolação,601
24092,Alto do Ipiranga,Jardim das Oliveiras,601
24093,Jardim das Oliveiras,Alto do Ipiranga,601
24094,Água Rasa,São Mateus,601
24095,Sé,Tietê,601
24096,Nova Jaraguá,Marechal Deodoro,601
24097,Jardim das Oliveiras,Aricanduva,601
24098,Vila Hamburguesa,Nova Jaraguá,601
24099,Aricanduva,Jardim das Oliveiras,601
24100,Jardins,Vila Buarque,601
24101,São Mateus,Água Rasa,601
24102,Alfredo Pujol,Parque Anhembi,601
24103,Parque Novo Mundo,Moóca,601
24104,Santa Cecília,Parque Novo Mundo,601
24105,Diadema,Jardim Miriam,602
24106,Bexiga,Jardim Miriam,602
24107,Bandeirantes,Jardim Miriam,602
24108,Jardim da Glória,Independência,602
24109,Jardim Miriam,Bexiga,602
24110,Independência,Jardim da Glória,602
24111,Jardim Miriam,Diadema,602
24112,Jardim Miriam,Bandeirantes,602
24113,Jardim Luzitânia,Jardim Miriam,602
24114,Saúde,Pinheiros,603
24115,Jardim Helena,Rudge,603
24116,CEASA,Jardim Helena,603
24117,Vila Beatriz,Vila Anglo Brasileira,603
24118,Rudge,Jardim Helena,603
24119,Coroa,Jaçanã,603
24120,Rodrigues Alves,Centro Cultural,603
24121,Jaçanã,Carandiru,603
24122,Chácara Klabin,Rodrigues Alves,603
24123,Parque Savoy,Alto da Moóca,604
24124,Clínicas,Pompéia,604
24125,Águia de Haia,Oriente,604
24126,Oriente,Águia de Haia,604
24127,Águia de Haia,Santa Cecília,604
24128,Vila Clementino,Rio Bonito,604
24129,Campo Grande,Vila Santa Catarina,604
24130,Águia de Haia,Ponte Pequena,604
24131,Ponte Pequena,Águia de Haia,604
24132,Vila Clementino,Vila Mariana,604
24133,Santa Terezinha,Tietê,604
24134,Canindé,Bom Jardim,604
24135,Rio Bonito,Vila Clementino,604
24136,Vila Santa Catarina,Campo Grande,604
24137,Rio Bonito,Jardins,604
24138,Rodrigues Alves,Campinas,604
24139,São Domingos,Vila Cordeiro,605
24140,Água Funda,Jardim das Pedras,605
24141,Francisco Matarazzo,Lapa,605
24142,Cupecê,Jardim Luzitânia,605
24143,Juscelino Kubitschek,Chácara do Piqueri,605
24144,Quarta Parada,Parque da Moóca,605
24145,Vila Socorro,Pedreira,605
24146,Pedreira,Vila Socorro,605
24147,Anchieta,Praça João Mendes,605
24148,Alto do Ipiranga,Saúde,605
24149,Anchieta,Chácara Klabin,605
24150,Portal do Morumbi,Paraisópolis,605
24151,Jardim Luzitânia,Anchieta,605
24152,Jardim das Pedras,Vila Monumento,605
24153,Granja Julieta,Vila Sônia,605
24154,Anchieta,Jardim Luzitânia,605
24155,Praça João Mendes,Anchieta,605
24156,Vila Maria,Ponte Rasa,605
24157,Chácara Klabin,Anchieta,605
24158,Vila Missionária,Rudge,606
24159,Sé,Moema,606
24160,Vila Missionária,Parque Interlagos,606
24161,Vila Missionária,Jardim Vitória Régia,606
24162,Cidade Líder,Vila Esperança,606
24163,Vila Missionária,Vila Gumercindo,606
24164,Ermelino Matarazzo,Higienópolis,606
24165,Jardim Jussara,Vila Missionária,606
24167,Belenzinho,Cidade Líder,606
24168,Cidade Líder,Belenzinho,606
24169,Higienópolis,Ermelino Matarazzo,606
24170,Vila Socorro,Jardim da Glória,606
24171,Vila Santa Catarina,Vila Socorro,606
24172,Jardim Vitória Régia,Vila Missionária,606
24173,Boaçava,Clínicas,606
24174,Vila Esperança,Cidade Líder,606
24175,Chácara do Piqueri,Regente Feijó,606
24176,Vila Missionária,CEASA,606
24177,Vila Missionária,Jardim Jussara,606
24178,Rudge,Vila Missionária,606
24179,Parque Interlagos,Vila Missionária,606
24180,Vila Missionária,Vila Socorro,606
24181,Vila Gumercindo,Vila Missionária,606
24182,Cidade Universitária,França Pinto,607
24183,Chácara Flora,Moema,607
24184,Cangaíba,Moóca,607
24185,Bandeirantes,Vila Clementino,607
24186,Moóca,Cangaíba,607
24187,Perdizes,Praça João Mendes,607
24188,Parque Ibirapuera,Planalto Paulista,607
24189,Parque Ibirapuera,Oscar Freire,607
24190,Oriente,Jardim Guapira,608
24191,Casa Verde,Jardim Guapira,608
24192,Jardim Guapira,Oriente,608
24193,Jardim Presidente,Vila Socorro,608
24194,Vila Gustavo,Parque Peruche,608
24195,Parque Continental,Jardim Guapira,608
24196,Sé,Lajeado,608
24197,Jardim Guapira,Jardim Bonfiglioli,608
24198,Parque Peruche,Vila Gustavo,608
24199,Rodrigues Alves,Vila Nova Conceição,608
24200,Jardim Guapira,Casa Verde,608
24201,Cidade A.E.Carvalho,Saudade,608
24202,Perdizes,República,608
24203,Brás,Jardim Romano,609
24204,Parque Dom Pedro,Treze de Maio,609
24205,São Domingos,Barra Funda,609
24206,Jardim Romano,Brás,609
24207,Pinheiros,Oscar Freire,609
24208,Barra Funda,São Domingos,609
24209,Brooklin,Rodrigues Alves,609
24210,Limão,Juscelino Kubitschek,609
24211,Ladeira da Memória,Pires da Mota,610
24212,Jardim São Luís,Santa Cruz,610
24213,Vila Clementino,Jardim da Saúde,610
24214,Francisco Matarazzo,Nova Jaraguá,610
24215,Perdizes,Nova Jaraguá,610
24216,Bosque da Saúde,Jardim Umarizal,610
24217,CEASA,Chácara Itaim,610
24218,Santa Cruz,Jardim São Luís,610
24219,Vila Zelina,Celso Garcia,610
24220,Cardoso de Almeida,Francisco Matarazzo,610
24221,Jardim Umarizal,Bosque da Saúde,610
24222,Nova Jaraguá,Perdizes,610
24223,Gomes Cardim,Ponte Rasa,610
24224,Francisco Matarazzo,Parada Inglesa,610
24225,Nova Jaraguá,Alto da Lapa,610
24226,França Pinto,Vila Monumento,610
24227,Sé,Vila Isolina Mazzei,610
24228,Ponte Rasa,Gomes Cardim,610
24229,Cidade Satélite,Parque São Jorge,610
24230,Jardim Anália Franco,Chácara do Piqueri,611
24231,Santa Cruz,Água Funda,611
24232,Bela Vista,Santa Cecília,611
24233,Pedreira,Vila Monumento,611
24234,Água Funda,Santa Cruz,611
24235,Moema,Cangaíba,611
24236,Rodrigues Alves,Bosque da Saúde,611
24237,Cangaíba,Moema,611
24238,São Domingos,Perus,612
24239,Jardins,Bela Vista,612
24240,Jardim Anália Franco,Iguatemi,612
24241,Perus,Grajaú,612
24242,Perus,Jaguaré,612
24243,Perus,Brooklin,612
24244,Parque Ibirapuera,Artur Alvim,612
24245,Iguatemi,Jardim Anália Franco,612
24246,Jardim Mutinga,Perus,612
24247,Jaguaré,Perus,612
24248,Juscelino Kubitschek,Tatuapé,612
24249,Perus,Jardim Mutinga,612
24250,Perus,São Domingos,612
24251,Trianon,Vila Santa Catarina,613
24252,Penha,Vila Carrão,613
24253,Jardim Aeroporto,Vila São Pedro,613
24254,Paraíso,Chácara Itaim,613
24255,Vila Socorro,Santo Amaro,613
24256,Parque Peruche,Zaki Narchi,613
24257,Parque Peruche,Alto da Moóca,613
24258,Jardim Umarizal,Granja Julieta,614
24259,Higienópolis,Masp,614
24260,Jardim Umarizal,Jardim Luzitânia,614
24261,Vila Monumento,Mirandópolis,614
24262,Jabaquara,Bela Vista,614
24263,Jardim Luzitânia,Jardim Umarizal,614
24264,João Teodoro,Anchieta,614
24265,Chácara Itaim,Anchieta,614
24266,Rudge,Anchieta,614
24267,França Pinto,Jardim da Glória,614
24268,Pirituba,Casa Verde Alta,614
24269,Jardim Umarizal,República,614
24270,Chácara Itaim,Parque da Moóca,614
24271,República,Jardim Umarizal,614
24272,Jardim Luzitânia,Mirandópolis,615
24273,Fábrica Bandeirantes,Ponte Rasa,615
24274,Fábrica Bandeirantes,Celso Garcia,615
24275,Vila Campanela,Fábrica Bandeirantes,615
24276,Celso Garcia,Fábrica Bandeirantes,615
24277,Vila Jacuí,Paraíso,615
24278,Parada XV,Fábrica Bandeirantes,615
24279,Catumbi,Vila Medeiros,615
24280,São Mateus,Fábrica Bandeirantes,615
24281,Chácara do Piqueri,Cidade Líder,615
24282,Masp,Higienópolis,615
24283,Rio Verde,Tiquatira,615
24284,Fábrica Bandeirantes,São Mateus,615
24285,Vila Isolina Mazzei,Vila Guilherme,615
24286,Jaçanã,Santa Terezinha,615
24287,Rio Pequeno,Jardim Caxingui,615
24288,Vila Anglo Brasileira,Alto da Lapa,615
24289,Jardim Previdência,Parada de Taipas,615
24290,Ponte Rasa,Fábrica Bandeirantes,615
24291,Fábrica Bandeirantes,Vila Campanela,615
24292,Jardim Caxingui,Rio Pequeno,615
24293,Bandeirantes,Vila Santa Catarina,616
24294,Francisco Matarazzo,Planalto Paulista,616
24295,Vila Santa Catarina,Rodrigues Alves,616
24296,Vila Santa Catarina,Bandeirantes,616
24297,Luz,Parque Fernanda,616
24298,Jardim Japão,Jardins,616
24299,São Domingos,Nova Jaraguá,616
24300,Jardins,Vila Nova Conceição,616
24301,Parque Fernanda,Luz,616
24302,Planalto Paulista,Francisco Matarazzo,616
24303,Vila Madalena,Vila Buarque,617
24304,Jardim Represa,Chácara Flora,617
24305,Vila Monumento,Saúde,617
24306,Vila Ema,Moóca,617
24307,Vila Olímpia,Marechal Deodoro,617
24308,Alfredo Pujol,Oriente,618
24309,Masp,Orfanato,618
24310,Hélio Pelegrino,Campinas,618
24311,Sacomã,Vila Gumercindo,618
24312,Vila Clementino,Jardim São Paulo,618
24313,Jardim da Glória,Santa Cruz,618
24314,Água Funda,Hélio Pelegrino,618
24315,Parque Morro Doce,São Domingos,618
24316,Vila Gumercindo,Sacomã,618
24317,Jardim Vitória Régia,Jardim Jussara,619
24318,Vieira de Moraes,Santo Amaro,619
24319,Paraíso,Hélio Pelegrino,619
24320,Vila Gustavo,Granja Julieta,619
24321,Fazenda Morumbi,Vila Cordeiro,619
24322,Sé,Vila Medeiros,619
24323,Moema,Vila Carioca,620
24324,Pinheiros,Jabaquara,620
24325,Vila Formosa,Chácara do Piqueri,620
24326,Jardim da Glória,Chácara Klabin,620
24327,Berrini,Pinheiros,620
24328,Cupecê,Vieira de Moraes,620
24329,Ladeira da Memória,Rodrigues Alves,621
24330,Clínicas,São Domingos,621
24331,Jardim Vitória Régia,Real Parque,621
24332,Vila Socorro,Vila Miranda,621
24333,Jaguaré,Jardim Bonfiglioli,621
24334,São Domingos,Clínicas,621
24335,Bom Retiro,Cachoeirinha,621
24336,Saúde,Chácara Itaim,621
24337,França Pinto,Parque Ibirapuera,621
24338,Parque São Jorge,Saudade,622
24339,Campo Belo,Joaquim Nabuco,622
24340,Trianon,Saúde,622
24341,Praça João Mendes,Saúde,622
24342,Bela Vista,Clínicas,622
24343,Vila Jaguara,Vila Hamburguesa,622
24344,Parque Interlagos,CEASA,623
24345,Freguesia do Ó,São Domingos,623
24346,Liberdade,Marechal Deodoro,623
24347,Jardim da Saúde,Vila Clementino,623
24348,Jardim Luzitânia,Sapopemba,623
24349,Jardim Umarizal,Pompéia,623
24350,Brás,Jardim Helena,623
24351,Chácara Itaim,Coroa,624
24352,Jardim Guapira,Parque Dom Pedro,624
24353,Jardins,Jardim Guapira,624
24354,Carandiru,Vila Isolina Mazzei,624
24355,Jardim Guapira,Ladeira da Memória,624
24356,Cidade Líder,Belém,624
24357,Carandiru,Jardim Guapira,624
24358,Jardim Guapira,João Teodoro,624
24359,João Teodoro,Jardim Guapira,624
24360,Santo Amaro,Vila Santa Catarina,624
24361,Jardim Guapira,Santa Terezinha,624
24362,Vila Gustavo,Santa Ifigênia,624
24363,Parque Arariba,Jurubatuba,624
24364,Jardim Guapira,Carandiru,624
24365,Jardim Guapira,Chácara Flora,624
24366,Jardim Guapira,Chácara Itaim,624
24367,Parque Anhembi,Jardim Guapira,624
24368,Chácara Flora,Vila Carioca,624
24369,Jardim Guapira,Jardins,624
24370,Belém,Cidade Líder,624
24371,Águia de Haia,Penha,624
24372,Parque Dom Pedro,Vila Carrão,625
24373,Clínicas,Liberdade,625
24374,Luz,Jaçanã,625
24375,Sumaré,Consolação,625
24376,Jardim Paulistano,Vila Buarque,625
24377,São Domingos,Pinheiros,625
24378,São Domingos,Consolação,625
24379,Itaquera,Santa Ifigênia,625
24380,Pinheiros,São Domingos,625
24381,Consolação,São Domingos,625
24382,Brooklin,Centro Empresarial,625
24383,Mar Paulista,Jurubatuba,625
24384,Catumbi,Pari,626
24385,Praça João Mendes,Ladeira da Memória,626
24386,São Domingos,Parque Dom Pedro,626
24387,Cachoeirinha,Tremembé,626
24388,Campinas,República,626
24389,Parque Dom Pedro,São Domingos,626
24390,Centro Empresarial,Moóca,627
24391,Fazenda Morumbi,Adventista,627
24392,Liberdade,Vila Gumercindo,627
24393,Água Funda,Tietê,627
24394,Adventista,Boaçava,627
24395,Jabaquara,Adventista,627
24396,Santa Ifigênia,Rudge,627
24397,Adventista,Ladeira da Memória,627
24398,Consolação,Santa Marina,627
24399,Adventista,Pamplona,627
24400,Jardins,Cocaia,627
24401,Adventista,Pirajussara,627
24402,Consolação,Água Funda,627
24403,Boaçava,Adventista,627
24404,Adventista,Fazenda Morumbi,627
24405,Rodrigues Alves,Raposo Tavares,627
24406,Independência,Praça João Mendes,627
24407,Vila Anastácio,Perus,627
24408,Perus,Alfredo Pujol,627
24409,Limão,Moóca,627
24410,Água Funda,Consolação,627
24411,Alfredo Pujol,Perus,627
24412,Perus,Vila Anastácio,627
24413,Juscelino Kubitschek,Luz,627
24414,Jardim São Luís,Vila Sônia,628
24415,Planalto Paulista,Rodrigues Alves,628
24416,Santo Amaro,Jardim São Luís,628
24417,Marechal Deodoro,Vila Madalena,628
24418,Vila Sônia,Jardim São Luís,628
24419,Granja Julieta,Bororé,628
24420,Clínicas,Penha,628
24421,Bandeirantes,Bosque da Saúde,628
24422,Cupecê,Clínicas,629
24423,Liberdade,Cupecê,629
24424,Vila Isolina Mazzei,Cachoeirinha,629
24425,Bela Vista,Cidade Universitária,629
24426,Ana Rosa,Centro Cultural,629
24427,Água Funda,Vila São José,629
24428,Parque Anhembi,Alfredo Pujol,629
24429,Cupecê,Liberdade,629
24430,Chácara do Piqueri,Vila Guilhermina,630
24431,Chácara Klabin,Jardim Miriam,630
24432,Cidade IV Centenário,Tatuapé,630
24433,Hélio Pelegrino,Parque Fernanda,630
24434,Cachoeirinha,Parque Fernanda,630
24435,Brooklin,Parque Fernanda,630
24436,Parque Ibirapuera,Jardim Miriam,630
24437,Paraíso,Trianon,630
24438,Jardim Miriam,Bela Vista,630
24439,Bela Vista,Jardim Miriam,630
24440,Campinas,Jardim Miriam,630
24441,Parque Fernanda,Brooklin,630
24442,Jardim Miriam,Parque Ibirapuera,630
24443,Parque Fernanda,Cachoeirinha,630
24444,Paraíso,Oriente,630
24445,Pirituba,Vila Beatriz,630
24446,Parque Fernanda,Hélio Pelegrino,630
24447,Jardim Miriam,Campinas,630
24448,Jardim Miriam,Chácara Klabin,630
24449,Masp,Liberdade,630
24450,Cambuci,Santa Ifigênia,631
24451,Santana,Bela Vista,631
24452,Vila Independência,Parque Santa Madalena,631
24453,Jardim Caxingui,Cidade Universitária,631
24454,Centro Cultural,Bexiga,631
24455,Francisco Matarazzo,Zequinha de Abreu,632
24456,Bosque da Saúde,Jardim Luzitânia,632
24457,Casa Verde Alta,Perus,633
24458,Sumaré,Perus,633
24459,Vila Morro Grande,Perus,633
24460,Perus,Casa Verde Alta,633
24461,Vila Ipojuca,Perus,633
24462,Saúde,Cidade Universitária,633
24463,Lapa de Baixo,Perus,633
24464,Perus,Sumaré,633
24465,Joaquim Nabuco,Saúde,633
24466,Morumbi,São Domingos,634
24467,Bela Vista,São Domingos,634
24468,Moema,PUC,634
24469,São Domingos,Morumbi,634
24470,Cupecê,Mirandópolis,634
24471,São Domingos,Bela Vista,634
24472,Vila Santa Catarina,Jardim Paulistano,635
24473,Jardim Miriam,Vila Maria,635
24474,Jardim São Luís,Vila Cordeiro,635
24475,Vila Maria,Tatuapé,635
24476,CEASA,Pirituba,635
24477,Vila São Pedro,Parque Ibirapuera,635
24478,São Domingos,Anhanguera,635
24479,Vila Maria,Jardim Miriam,635
24480,Anhanguera,São Domingos,635
24481,Vila Beatriz,Alto da Lapa,635
24482,Jardim Helena,Brás,635
24483,Pinheiros,Jardim Miriam,635
24484,Alfredo Pujol,Vila Madalena,636
24485,Bresser,Água Rasa,636
24486,Vila Gustavo,Coroa,636
24487,Jardim Vitória Régia,Centro Empresarial,636
24488,Jardim Guapira,Bandeirantes,636
24489,Portal do Morumbi,Real Parque,636
24490,Coroa,Vila Gustavo,636
24491,Jardim Bonfiglioli,Jardim Paulistano,636
24492,Água Rasa,Bresser,636
24493,Chácara Itaim,Rodrigues Alves,636
24494,Bandeirantes,Jardim Guapira,636
24495,Cidade Universitária,Jardim Cambará,637
24496,Rodrigues Alves,Anchieta,638
24497,Canindé,Anchieta,638
24498,Pinheiros,Anchieta,638
24499,Masp,Santo Amaro,638
24500,Jardim Aeroporto,Anchieta,638
24501,Independência,Anchieta,638
24502,Parque do Estado,Anchieta,638
24503,Vila São Pedro,Jardim São Luís,638
24504,Anchieta,Jardim Aeroporto,638
24505,Bela Vista,Vila Formosa,638
