gid,id,lote,codigo,endereco,sentido,referencia,tipo_equip,enquadrame,qtde_fxs_f,data_publi,velocidade,latitude_l,ligado,data_desli,motivo_des,mi_style,mi_prinx,geom,emme_gid,mdc_gid,autuacoes,contagem
490,33,1,6840,Av. Pres. Castelo Branco,Castelo Branco/Ayrton Senna,a mais 200 m da Ponte Julio de Mesquita neto,Fixo - Grupo A,V-R-Z,3,2015/07/18 00:00:00.000,60/50 km/h,(-46.67708687577654558 -23.51480931800949747),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",598,0101000020E6100000B47D5DC0AA5647C0A4EB5774CA8337C0,22548,97278,2130624,12694
522,34,1,6744 - 6798,"Marg. Tietê, Pista Central",Castelo Branco/Ayrton Senna,a menos 167m da Ponte Presidente Janio Quadros,Fixo - Grupo A,V-R-Z,4,2015/09/04 00:00:00.000,70/60 km/h,(-46.59596444037322271 -23.5278849962725829),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",631,0101000020E610000040195F8B484C47C0A0D01D8A238737C0,2702,149823,3876956,14991
529,35,1,6668 - 6669 - 6893 - 6894,"Marg. Tietê, Pista Expressa",C. Branco /A. Senna,a menos 40m km 20,Fixo - Grupo A,V-PR,5,2015/01/01 00:00:00.000,90/60 km/h,(-46.5711209027310602 -23.526779689564016),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",639,0101000020E6100000CECF3F871A4947C0B30DF51EDB8637C0,7439,240631,6037566,3835
518,36,1,6747,"Marg. Tietê, Pista Central",Ayrton Senna/Castelo Branco,a menos 75m da Ponte Janio Quadros,Fixo - Grupo A,V-R-VER,3,2015/04/06 00:00:00.000,70/60 km/h,(-46.59512945185367272 -23.52698128931548283),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",626,0101000020E61000000C52533F2D4C47C0069D103AE88637C0,10970,82490,2913216,7202
519,37,1,6748/6901,Rod. Presidente Dutra,Ayrton Senna/Castelo Branco,a menos 75m da Ponte Janio Quadros,Fixo - Grupo A,V,5,2015/07/18 00:00:00.000,60/50 km/h,(-46.59507216894453308 -23.52685083105546582),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",627,0101000020E6100000E3FA14532B4C47C0521994A3DF8637C0,10920,82490,46620,251
514,38,1,6749 - 6799,Av. Assis Chateaubriand,Ayrton Senna/Castelo Branco,nº. 1.447,Fixo - Grupo A,V-R-Z,4,2015/12/19 00:00:00.000,60/50 km/h,(-46.64726647826466888 -23.51693366459587864),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",622,0101000020E61000008A1624A6D95247C0980545B9558437C0,12098,50196,3911539,15854
452,39,1,6694,Av. Raimundo Pereira de Magalhães,Perus / Pirituba,nº. 10.535,Fixo - Grupo A,V,1,2014/10/21 00:00:00.000,50 km/h,(-46.72154774906813657 -23.44925965962591263),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",556,0101000020E610000071C3EFA65B5C47C046845692027337C0,561,26725,992035,799
451,40,1,6695,Av. Raimundo Pereira de Magalhães,Pirituba/Perus,nº. 10.622,Fixo - Grupo A,V,2,2014/12/08 00:00:00.000,50 km/h,(-46.72151999999999816 -23.44904999999999973),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",555,0101000020E6100000306C62BB5A5C47C0D044D8F0F47237C0,561,26725,813859,428
180,41,1,6750,Av. Mutinga,Pirituba/Anhanguera,nº. 2.962,Fixo - Grupo A,V,1,2015/01/02 00:00:00.000,50 km/h,(-46.75051683478289988 -23.49045899875751431),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",274,0101000020E6100000503F3DF0106047C0630795B88E7D37C0,4950,225977,543144,38
181,42,1,6751,R. Afonso Lopes Vieira,Centro/Bairro,nº. 458,Fixo - Grupo A,V,2,2014/11/28 00:00:00.000,50 km/h,(-46.66585405900553951 -23.46526168882012442),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",275,0101000020E61000001D2885B33A5547C0F73891681B7737C0,2609,155114,543052,785
183,43,1,6752,R. Afonso Lopes Vieira,Bairro/Centro,nº. 457,Fixo - Grupo A,V,2,2014/11/28 00:00:00.000,50 km/h,(-46.66569450186371171 -23.46508517391442794),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",277,0101000020E61000001AA7BE7F355547C08CB501D00F7737C0,2609,245463,379061,745
525,44,1,6674 - 6673 - 6911 - 6912,"Marg. Tietê, Pista Expressa",Castelo Branco/Ayrton Senna,a menos 55m Ponte do Limão,Fixo - Grupo A,V-R-Z-PR,4,2015/07/18 00:00:00.000,90/60 km/h,(-46.66743578794086034 -23.51567363477652961),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",634,0101000020E6100000D9C8F98B6E5547C09F433247038437C0,14715,145412,4758107,19394
510,45,1,6756 - 6755 - 6909 - 6910,"Marg. Tietê, Pista Expressa",Ayrton Senna/Castelo Branco,"a mais 101 m do Km 6,5",Fixo - Grupo A,V-R-Z-PR,4,2015/03/03 00:00:00.000,90/60 km/h,(-46.69859624844691126 -23.50757375155308893),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",618,0101000020E6100000B70A62A06B5947C0A22ABF6FF08137C0,10676,249665,5613473,23923
184,46,1,6759,Av. Olavo Fontoura,Marginal/Santana,oposto nº. 1.400,Fixo - Grupo A,V,3,2014/12/03 00:00:00.000,50 km/h,(-46.64484131100569897 -23.51565708757448192),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",278,0101000020E6100000D1DB0A278A5247C052DA3419028437C0,25031,248270,653764,3569
453,47,1,6762,Av. Raimundo Pereira de Magalhães,Bairro/Centro,nº. 5.435,Fixo - Grupo A,V,3,2014/09/26 00:00:00.000,50 km/h,(-46.72307197171265614 -23.48453823306123667),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",557,0101000020E6100000646D3A9F8D5C47C0B9BC20BF0A7C37C0,21101,183225,889316,157
455,48,1,6820,Av. Raimundo Pereira de Magalhães,Centro/Bairro,nº. 1.652,Fixo - Grupo A,V,3,2014/12/15 00:00:00.000,50 km/h,(-46.71788332919171438 -23.50533217142952935),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",559,0101000020E6100000E4E06796E35B47C0477065815D8137C0,11807,157214,911657,485
162,49,1,6773 - 6774 - 6805 - 6806,"Marg. Tietê, Pista Expressa",Ayrton Senna/Castelo Branco,a menos 133m Km 15,Fixo - Grupo A,V-R-Z-PR,4,2015/12/16 00:00:00.000,90/60 km/h,(-46.61344158260854442 -23.52098894285418851),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",254,0101000020E610000082D799083C5047C0890629780A8537C0,1495,217447,5090562,21503
524,50,1,6775,"Marg. Tietê, Pista Central",Ayrton Senna/Castelo Branco,a menos 133m Km 15,Fixo - Grupo A,V-R-Z,3,2014/09/26 00:00:00.000,70/60 km/h,(-46.61339600248494719 -23.52086332794928225),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",633,0101000020E6100000C288F9C9834E47C091D05457578537C0,16941,249896,1701269,6861
492,51,1,6763 - 6904,"Marg. Tietê, Pista Central",Ayrton Senna/Castelo Branco,km12,Fixo - Grupo A,V-R-Z,4,2015/03/22 00:00:00.000,70/60 km/h,(-46.64543066832329288 -23.51728333043423191),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",600,0101000020E61000003E1CA87C9D5247C063FAF3A76C8437C0,8204,50196,3375159,12893
508,52,1,6807 - 6808,"Marg. Tietê, Pista Central",Ayrton Senna/Castelo Branco,"a mais de 247m do km 10,5",Fixo - Grupo A,V-R-Z,4,2015/04/24 00:00:00.000,70/60 km/h,(-46.66154349316639838 -23.51512801118225582),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",616,0101000020E6100000B96E4A79AD5447C0FE40B96DDF8337C0,19397,249895,2873169,14628
186,53,1,6836,Estr. Turí­stica do Jaraguá,Anhanguera/ Jaraguá,nº. 2.340,Fixo - Grupo A,V,1,2015/05/19 00:00:00.000,50 km/h,(-46.75356225093187135 -23.47533658509351895),0,2016/10/16 00:00:00.000,vandalismo,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",280,0101000020E6100000FF5990B9746047C0647ADBAFAF7937C0,24308,43388,590787,56
185,54,1,6837,Estr. Turí­stica do Jaraguá,Jaraguá/ Anhanguera,a menos 28 nº. 2.365,Fixo - Grupo A,V,1,2015/05/19 00:00:00.000,50 km/h,(-46.75336800745490962 -23.47604572794590538),0,2016/10/16 00:00:00.000,vandalismo,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",279,0101000020E6100000DF9FD65D6E6047C0B8303D27DE7937C0,24308,43388,526937,79
491,55,1,6838 - 6839,"Marg. Tietê, Pista Central",Castelo Branco/Ayrton Senna,a mais 200m da Ponte Julio de Mesquita neto,Fixo - Grupo A,V-R-Z,4,2015/03/28 00:00:00.000,70/60 km/h,(-46.67748148819650567 -23.5145484186339182),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",599,0101000020E6100000B9BB31B1B75647C0CA747D59B98337C0,11416,249841,3569608,12676
512,56,1,6841 - 6842 - 6843 - 6844,"Marg. Tietê, Pista Expressa",Ayrton Senna/Castelo Branco,"a mais 247m KM 10,5",Fixo - Grupo A,V-R-Z-PR,4,2015/07/14 00:00:00.000,90/60 km/h,(-46.66155274285578258 -23.51536233664659292),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",620,0101000020E61000000CC9C9C4AD5447C06295FBB2EE8337C0,18431,249873,4099268,17290
513,57,1,6845 - 6846,Av. Otaviano Alves de Lima,Ayrton Senna/Castelo Branco,altura da Praça Profº. Cesarino Junior,Fixo - Grupo A,V-R-Z,5,2015/04/04 00:00:00.000,60/50 km/h,(-46.66166917514100732 -23.51491183726783163),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",621,0101000020E6100000FE163291B15447C0E24C3C35D18337C0,19397,201316,4559196,21281
509,58,1,6847,"Marg. Tietê, Pista Central",Ayrton Senna/Castelo Branco,"a mais 101m do KM 6,5",Fixo - Grupo A,V-R-Z,3,2015/03/12 00:00:00.000,70/60 km/h,(-46.69826418214481123 -23.50732427717413131),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",617,0101000020E6100000B0FCF9B6605947C075711B0DE08137C0,16547,249995,2321717,16792
507,59,1,6848 - 6849,Av. Otaviano Alves de Lima,Ayrton Senna/Castelo Branco,a mais 32m R. Leo Ribeiro de Moraes,Fixo - Grupo A,V-R-Z,5,2015/05/29 00:00:00.000,60/50 km/h,(-46.69831177950476331 -23.50713702049683107),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",615,0101000020E6100000DF509542625947C0CF9F36AAD38137C0,4040,55733,4134315,13313
531,60,1,6850 - 6851,"Marg. Tietê, Pista Central",Castelo Branco/Ayrton Senna,a menos 206m Ponte Freguesia do Ó,Fixo - Grupo A,V-R-Z,4,2015/03/10 00:00:00.000,70/60 km/h,(-46.6920143049675076 -23.50928229316798834),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",641,0101000020E61000001F1683EA935847C01C35915F608237C0,13033,249835,2813890,12216
187,61,1,6853,Estr. Turí­stica do Jaraguá,Jaraguá/ Anhanguera,a mais 30m R. Comendador José de Matos,Fixo - Grupo A,V,1,2015/03/13 00:00:00.000,50 km/h,(-46.75409525217434492 -23.46387279503172607),0,2016/10/16 00:00:00.000,vandalismo,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",282,0101000020E610000097AE79B8916047C073439592CC7637C0,20406,100762,379683,28
534,62,4,2625 - 2626,Av. das Nações Unidas,Interlagos/Castelo Branco,a mais 200m da R. Engº. Mesquita Sampaio,Fixo - Grupo A,VER-V-R-EX,4,2015/03/10 00:00:00.000,60/50 km/h,(-46.70443000000000211 -23.62417800000000057),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",644,0101000020E6100000D4F455C9325A47C00D6E6B0BCF9F37C0,8525,248638,991596,2220
188,63,1,6859,Av. Paula Ferreira,Centro/Bairro,nº. 2.642,Fixo - Grupo A,V,1,2015/04/28 00:00:00.000,50 km/h,(-46.71716436822131158 -23.48962619839336341),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",283,0101000020E61000002CEFAA07CC5B47C0FC787D20587D37C0,7986,105026,322366,338
189,64,1,6860,Av. Paula Ferreira,Bairro/Centro,nº. 1.039,Fixo - Grupo A,V,1,2015/04/28 00:00:00.000,60 km/h,(-46.70965306273295425 -23.5015543366465991),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",284,0101000020E6100000D45A7FE8D55A47C0CB1321D8658037C0,12013,186552,358055,6
182,65,1,6861 - 6862,Av. Gal. Edgar Facó,Centro/Bairro,nº. 1.754,Fixo - Grupo A,V-EX,4,2015/03/21 00:00:00.000,50 km/h,(-46.70989866335340679 -23.49100187329159795),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",276,0101000020E610000058A216F7DD5A47C0EC6B1B4EB27D37C0,1413,84979,1410091,1312
191,66,1,6863 - 6864,Av. Gal. Edgar Facó,Bairro/Centro,nº. 1.189,Fixo - Grupo A,V-EX,4,2015/12/08 00:00:00.000,50 km/h,(-46.70820916770205855 -23.49581062732963943),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",286,0101000020E6100000CEDDAE97A65A47C098D8BE78ED7E37C0,3473,138754,1517197,6693
192,67,1,6865,Av. Fuad Lutfalla,Centro/Bairro,oposto ao nº. 1.191,Fixo - Grupo A,V,3,2015/03/19 00:00:00.000,50 km/h,(-46.70771302522712176 -23.47954502623093376),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",287,0101000020E6100000A72D4356965A47C07E1C8B75C37A37C0,5910,202802,370165,320
193,68,1,6866,Av. Fuad Lutfalla,Bairro/Centro,nº. 1.191,Fixo - Grupo A,V,3,2015/03/19 00:00:00.000,50 km/h,(-46.70779429832737151 -23.47938685026444006),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",288,0101000020E6100000935ABDFD985A47C0E206951BB97A37C0,5910,84992,511247,815
457,69,1,6867,Av. Raimundo Pereira de Magalhães,Pirituba/Perus,a menos 154m alça de acesso Rodoanel,Fixo - Grupo A,V,3,2015/05/13 00:00:00.000,50 km/h,(-46.73254350559117398 -23.41274523974950483),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",561,0101000020E61000004EA4C9FFC35D47C0C79E3D97A96937C0,3745,191181,1675368,5378
196,70,1,6868 - 6869,Av. Luiz Dumont Villares,Bairro/Centro,a mais 39m Av. Marechal Eurico Gaspar Dutra,Fixo - Grupo A,V-EX,4,2015/09/08 00:00:00.000,50 km/h,(-46.60747162360222262 -23.48416978881933659),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",291,0101000020E61000002B9E7AA4C14D47C012CE5590F27B37C0,7446,182591,600682,1558
195,71,1,6870 - 6871,Av. Luiz Dumont Villares,Bairro/Centro,a menos 35m da R. Ariosto César,Fixo - Grupo A,V-EX,4,2015/07/27 00:00:00.000,50 km/h,(-46.60534682235815751 -23.48230899875752087),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",290,0101000020E6100000311104027C4D47C08CC49999787B37C0,7446,37943,718110,1491
575,72,1,6988,Av Deputado Emilio Carlos,Centro/Bairro,a mais 18m R Edson Andrade Silva,Fixo - Grupo B,V-A-P,1,2016/12/30 00:00:00.000,50 km/h,(-23.477717 -46.671449),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",686,0101000020E61000002B625C9AF05547C0D91523E04A7A37C0,12639,63039,587657,429
197,73,1,6874 - 6875,Av. Luiz Dumont Villares,Bairro/Centro,a menos 35m da R. Francisco Lipi,Fixo - Grupo A,V-EX,4,2015/09/09 00:00:00.000,50 km/h,(-46.61050319552710164 -23.49085232472044282),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",293,0101000020E610000022F501F5244E47C07406887AA87D37C0,2529,76682,2104368,3193
574,74,1,6989,Av Deputado Emilio Carlos,Bairro/Centro,a menos 17m R Edson Andrade Silva,Fixo - Grupo B,V-A-P,1,2016/12/30 00:00:00.000,50 km/h,(-23.477717 -46.671449),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",685,0101000020E61000009DB98784EF5547C091557C09367A37C0,12639,63039,798915,585
194,75,1,6878 - 6879,Av. Gal. Ataliba Leonel,Bairro/Centro,nº. 1.089,Fixo - Grupo A,V-R,4,2015/11/18 00:00:00.000,50 km/h,(-46.61800174745373226 -23.50247290322962712),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",289,0101000020E6100000696E85B01A4F47C09B123912A28037C0,282,35143,1179035,1613
872,76,1,1229,Av. das Nações Unidas,Interlagos/ Castelo Branco,a mais 165m da R. Oswaldo C. Muller,Radar Pistola,V,1,2015/10/09 00:00:00.000,60/50 km/h,(-46.69371814913135665 -23.5988760804777904),0,,,"Symbol (62,40960,12,""MapInfo Transportation"",256,0)",989,0101000020E610000091CEC0C8CB5847C01E7EE5DE4F9937C0,21372,248486,0,0
200,78,1,6886 - 6887,R. Alfredo Pujol,Santana/Casa Verde,nº. 316,Fixo - Grupo A,V-EX,2,2014/12/31 00:00:00.000,50 km/h,(-46.62789735155627113 -23.50022366956576647),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",296,0101000020E6100000993A76ED5E5047C09FAC18AE0E8037C0,7424,171700,637363,350
198,79,1,6888 - 6889,R. Zanzibar,Bairro/Centro,nº. 125,Fixo - Grupo A,V-EX,3,2015/09/26 00:00:00.000,50 km/h,(-46.65465878633439445 -23.51420512422345155),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",294,0101000020E61000001A84B9DDCB5347C017A4AEEFA28337C0,13457,65669,584916,851
190,80,1,6892,Av. Bráz Leme,Marginal/ Santana,oposto ao nº. 2.947,Fixo - Grupo A,V,3,2015/07/28 00:00:00.000,50 km/h,(-46.63144991801267736 -23.50398158385102931),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",285,0101000020E61000008220DD5BD35047C044928BF7048137C0,747,193023,1243556,1083
202,81,1,6823 - 6824,R. Voluntários da Pátria,Bairro/Centro,nº. 2.490,Fixo - Grupo A,V,4,2015/04/17 00:00:00.000,50 km/h,(-46.62576322583707622 -23.4982418460917728),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",298,0101000020E61000004C5380FF185047C09A64FDC98C7F37C0,16467,68462,935556,483
521,82,1,6660 - 6661 - 6787 - 6788,"Marg. Tietê, Pista Expressa",Ayrton Senna/Castelo Branco,a mais 93m Km 21,Fixo - Grupo A,V-Z-PR,4,2014/09/14 00:00:00.000,90/60 km/h,(-46.56494055758430761 -23.52327159439310122),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",629,0101000020E6100000482BA504504847C0B8DC8927F58537C0,21653,240404,3808535,1497
203,83,1,6760,Av. Engº. Caetano Alvares,Centro/Bairro,nº. 4.358,Fixo - Grupo A,V,2,2014/09/26 00:00:00.000,50 km/h,(-46.6464469446259713 -23.48735529695897029),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",299,0101000020E6100000B0B2CFC6BE5247C0A797EF4BC37C37C0,24608,35508,1129504,1666
516,84,1,6973 - 6974,R. Alfredo Pujol,Casa Verde/Santana,nº. 383,Fixo - Grupo A,V,2,2015/01/31 00:00:00.000,50 km/h,(-46.6297772909363033 -23.50021929874777982),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",624,0101000020E6100000070E8D9D9C5047C00C96C9310E8037C0,7424,226170,221853,143
523,85,1,6977 - 6978,"Marg. Tietê, Pista Central",Ayrton Senna/Castelo Branco,a menos 28m Ponte das Bandeiras,Fixo - Grupo A,V-R-VER,4,2015/01/31 00:00:00.000,70/60 km/h,(-46.62942521387237349 -23.51831229501121712),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",632,0101000020E610000062BDEE00915047C08E011B08B08437C0,4032,249689,1823283,16372
388,86,1,6972,Av. Pres. Castelo Branco,Castelo Branco/Ayrton Senna,A menos 55m AV Ariston Azevedo,Fixo - Grupo A,V-R-VER,3,2016/01/15 00:00:00.000,60/50 km/h,(-23.526837 -46.599310),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",491,0101000020E61000001F69EC22B74C47C0232755D3DC8637C0,1379,87445,1996128,6472
161,87,1,6890 - 7087 - 6891,Av. Inajar de Souza,Bairro/Centro,A menos 61m  R Morato de Oliveira,Fixo - Grupo A,V-EX,4,2016/11/01 00:00:00.000,50 km/h,(-23.480781 -46.674058),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",253,0101000020E610000011699FB7465647C05CD79A73117B37C0,9607,50082,1086783,2972
485,88,1,6984-6985-6986-6987,"Marg. Tietê, Pista Expressa",Ayrton Senna/ Castelo Branco,A Menos 161m da Pte Presidente Janio Quadros,Fixo - Grupo A,V-R-PR-VER,4,2016/11/01 00:00:00.000,90/60 km/h,(-23.528394 -46.597373),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",591,0101000020E61000008D058541994C47C08CB43B41EE8637C0,1379,225276,2469379,13999
483,89,1,6982-6983,Av Condessa Elisabeth de Robiano,Castelo Branco/Ayrton Senna,A Menos 60m Numero 320,Fixo - Grupo A,V-R-VER,4,2016/11/01 00:00:00.000,60/50 km/h,(-23.530436 -46.594101),1,,,"Symbol (62,19424,12,""MapInfo Transportation"",256,0)",589,0101000020E6100000A95F6DB51C4C47C04D2D19CFB98737C0,1451,54914,3148845,13774
746,90,1,6794 - 6689,Av Luiz Dumont Villares,Bairro/Centro,R. Viri,Fixo - Grupo B,V-A-P,4,2014/11/20 00:00:00.000,50 km/h,(-46.61227188538084221 -23.49687351933800983),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",863,0101000020E6100000226ECAEC5E4E47C0CE21C222337F37C0,23847,126738,1577969,2451
595,91,1,6690 - 6793,Av Luiz Dumont Villares,Centro/Bairro,R. Viri,Fixo - Grupo B,V-A-P,4,2014/11/20 00:00:00.000,50 km/h,(-46.61232767208680627 -23.49742574726495548),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",707,0101000020E6100000A41CE5C3604E47C0FD3A474F577F37C0,23847,236640,1711766,1829
895,92,2,4650-4651,Av. Rangel Pestana,Centro/Bairro,"nº 2338
",Fixo - Grupo A,R,3,2017/06/06 00:00:00.000,40 km/h,(-23.540892 -46.613289),1,,,,1014,0101000020E6100000AAC9B37E7F4E47C0A7787F7B7F8A37C0,20423,200926,1011076,8172
747,93,1,6696 - 6691,Av. Engº. Caetano Álvares,Bairro/Centro,R. Baia Formosa,Fixo - Grupo B,V-A-P,3,2014/11/20 00:00:00.000,50 km/h,(-46.66187667513844417 -23.49574172868646826),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",864,0101000020E6100000BF7CB262B85447C0EE409DF2E87E37C0,3020,118453,1003800,950
748,94,1,6692,Av. Conceição,Centro/Bairro,R. Reverendo Israel Vieira Ferreira,Fixo - Grupo B,V-A-P,1,2015/02/04 00:00:00.000,40 km/h,(-46.5816848263308998 -23.49493957565229962),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",865,0101000020E610000082301AA6744A47C0916E7463B47E37C0,11339,126459,168533,387
749,95,1,6771-6961,Av. Educ. Paulo Freire,Penha/Fernão Dias,nº  1.100,Fixo - Grupo B,V-A-P,3,2014/12/13 00:00:00.000,50 km/h,(-46.56104335055911037 -23.51889790782757927),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",866,0101000020E610000018EC2343D04747C0D3E8FE7FD68437C0,10923,246589,1286659,2667
613,96,1,6772 - 6795,Av. Educ. Paulo Freire,Fernão Dias/Penha,nº  191,Fixo - Grupo B,V-A-P,4,2014/12/16 00:00:00.000,50 km/h,(-46.56066360894580214 -23.51924714384976411),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",725,0101000020E61000002AD22FD7C34747C02765945FED8437C0,8100,48871,1860713,2024
745,97,1,6804 - 6965,Av. Engº. Caetano Álvares,Bairro/Centro,R. Cônego Araujo Marcondes,Fixo - Grupo B,V-A,3,2015/02/25 00:00:00.000,50 km/h,(-46.67075551084395357 -23.50936556970785674),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",862,0101000020E61000007DB27B55DB5547C0FB97BDCF658237C0,14738,64134,679515,935
740,98,1,6801 - 6800,Av. Cruzeiro do Sul,Bairro/Centro,R. Leite de Morais,Fixo - Grupo B,V-A-P,4,2015/01/16 00:00:00.000,40 km/h,(-46.62488601911358899 -23.50275100535698414),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",857,0101000020E6100000C0100743FC4F47C0BBE9D839B48037C0,5122,132801,830810,5159
614,99,1,6802,Av. Conceição,Bairro/Centro,R. Reverendo Israel Vieira Ferreira,Fixo - Grupo B,V-A-P,1,2015/02/04 00:00:00.000,40 km/h,(-46.58095450186370812 -23.4949638228567359),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",726,0101000020E6100000006CC4BC5C4A47C0FC7E9CF6B57E37C0,6094,112895,399501,723
615,100,1,6803-6964,R. Inácio Luis da Costa,Centro/Bairro,R. Brigadeiro Henrique Fontenelle,Fixo - Grupo B,V-A-P,3,2015/02/10 00:00:00.000,60 km/h,(-46.74022062732964145 -23.50757105534144031),1,,,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",727,0101000020E6100000869B218FBF5E47C08B8CCC2BF08137C0,22026,235892,1033039,986
617,101,1,6765,Av. Mutinga,Pirituba/Anhaguera,R. William Furneau,Fixo - Grupo B,V-A,1,2015/02/04 00:00:00.000,40 km/h,(-46.752496226915774 -23.50044658830429611),0,2016/10/17 00:00:00.000,abalroado poste de camera,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",729,0101000020E610000088969FC8516047C0D947C04B1D8037C0,22454,241153,710276,962
618,102,1,6764,Av. Mutinga,Anhaguera/Pirituba,R. William Furneau,Fixo - Grupo B,V-A,1,2015/02/04 00:00:00.000,40 km/h,(-46.75330873180219982 -23.50051620629867344),0,2016/10/17 00:00:00.000,abalroado poste de camera,"Symbol (62,4718736,12,""MapInfo Transportation"",256,0)",730,0101000020E61000009E30936E6C6047C077535FD0218037C0,1227,78261,163659,1113
